Id,SalePrice
1461,124813.02282489177
1462,160650.1561971035
1463,162184.03255296385
1464,171197.25204126845
1465,210977.60080068585
1466,182796.2217880237
1467,162461.4834546903
1468,170307.5916734102
1469,182940.84730782817
1470,118915.58437193651
1471,202650.82573592526
1472,98043.11753950175
1473,97259.34379925422
1474,155825.75619166112
1475,141172.7744753057
1476,363499.3483002176
1477,252120.52563993522
1478,309472.3442884367
1479,218526.14532073998
1480,459993.87283968076
1481,312789.09691044246
1482,206131.00139585527
1483,152470.1407679109
1484,163866.85384242158
1485,163947.5159163403
1486,204117.03231804073
1487,337315.9280315356
1488,253545.19142881333
1489,193046.83829834603
1490,183041.9521413988
1491,181439.43753226064
1492,107888.21236016361
1493,173494.1130514632
1494,295119.02891723684
1495,312165.45729313284
1496,229581.56388338652
1497,200016.20919285365
1498,154285.58506986088
1499,154694.0321447973
1500,146012.45359405727
1501,170390.54066744185
1502,150012.61409162413
1503,296515.2623806281
1504,233269.58327877946
1505,219137.5544608679
1506,204862.74132202668
1507,202775.56260207816
1508,195849.51051032858
1509,169779.06636798492
1510,141827.90654853455
1511,157383.01861054558
1512,174023.59106797376
1513,168011.91249713584
1514,174084.4176435998
1515,172982.59662058915
1516,163412.4133640785
1517,144478.1002954469
1518,137515.82173399618
1519,225814.63838115046
1520,139253.05879833896
1521,149755.38888333828
1522,183083.69006436958
1523,112697.74737646888
1524,121972.11225297353
1525,132372.81167585534
1526,131524.74869709346
1527,94338.75698852268
1528,124209.50172747341
1529,146943.4066945785
1530,166858.29537061008
1531,131044.94404143625
1532,117155.82003571039
1533,150605.26989919317
1534,118599.81300599407
1535,149300.418645764
1536,124023.47282599522
1537,84595.97197331463
1538,186766.21268956354
1539,231800.5861315804
1540,133906.07188842457
1541,163162.52215714945
1542,148625.27063094714
1543,226656.2112085811
1544,82082.69241446414
1545,113668.0225518833
1546,133500.85236473166
1547,137949.43820176783
1548,142116.00794764908
1549,121360.6207451729
1550,148528.61238018185
1551,141556.0540337497
1552,132072.18543462572
1553,135670.41891844003
1554,116018.45244762443
1555,165933.11177798922
1556,111711.68937044533
1557,152635.10477609624
1558,106186.6062943943
1559,131639.3479055599
1560,162043.22570767716
1561,180024.3597625997
1562,120877.16941590222
1563,126658.33492044346
1564,160453.71256537945
1565,150351.87127310492
1566,212564.03587845288
1567,85744.03292159998
1568,216846.43135849072
1569,127895.426127148
1570,108533.69948207575
1571,129227.25634998588
1572,147828.23611507763
1573,237497.46010236786
1574,133470.44748519137
1575,209588.1620477185
1576,208029.24424195781
1577,190770.88603302743
1578,159047.40775482415
1579,142696.43024455916
1580,191330.6561407717
1581,113544.50465039923
1582,131897.46070855914
1583,366639.7084242428
1584,237919.67677992102
1585,144431.24803103716
1586,67095.89688031071
1587,98394.78917785801
1588,150359.70566166713
1589,103698.00780001344
1590,140290.09969889585
1591,100112.3109666068
1592,137495.14783447573
1593,129006.13654410868
1594,136017.86480408686
1595,132911.0500251222
1596,241084.17282838246
1597,165635.30639832935
1598,168268.20984680828
1599,211066.72267418276
1600,200843.40292200822
1601,66080.9223218008
1602,123657.02290618708
1603,102451.82513001643
1604,277787.14746711956
1605,259120.40977985837
1606,168204.3835232001
1607,203040.01950273046
1608,197333.08483863488
1609,175296.82984462046
1610,140711.65505466433
1611,146410.55429589885
1612,137097.9636532344
1613,136492.9109389187
1614,127196.88628971917
1615,78210.64451181525
1616,73033.79443075591
1617,83129.23196040271
1618,125434.46266663332
1619,123747.60668148859
1620,143936.13076818275
1621,136084.70362145655
1622,144919.75633924562
1623,313180.24802223843
1624,204912.24120315368
1625,128734.43986181477
1626,185542.5170067983
1627,184459.61667547413
1628,287995.89592676394
1629,168114.35764983625
1630,363949.5416284655
1631,224895.87903382967
1632,255493.10528439927
1633,160592.12386921362
1634,169180.77600601892
1635,175425.14400622825
1636,150164.61226873842
1637,152544.7192782454
1638,208710.39503223606
1639,170001.17740238647
1640,258167.00047955755
1641,191521.7767237189
1642,221640.32746493752
1643,231281.164097747
1644,223025.8000869418
1645,176832.87250688742
1646,152533.0073698054
1647,176379.15661515362
1648,135295.47457780785
1649,135028.11614016147
1650,116316.68545273734
1651,108047.90267275542
1652,96429.21379855528
1653,96719.57087549489
1654,171032.8850998215
1655,166478.55655542365
1656,155804.31706914154
1657,169523.81238062892
1658,156409.79023018538
1659,148285.64805182963
1660,142527.07979538402
1661,449605.97873729543
1662,387672.60144040035
1663,382220.8467669067
1664,469928.7953024405
1665,311725.38748302177
1666,345398.6644077817
1667,338643.07460946724
1668,326677.24077102524
1669,301207.2544615237
1670,331081.7279914067
1671,273326.4928710406
1672,505820.3007701937
1673,297940.5547303957
1674,257136.56938159675
1675,169203.72559679303
1676,181015.2274054088
1677,204051.0516556111
1678,499409.26111974136
1679,369203.5983658584
1680,304677.682770713
1681,261280.57176959998
1682,297601.26846792776
1683,185160.58739045582
1684,170431.7065521919
1685,174439.96078900245
1686,170496.39525615686
1687,160662.19616636212
1688,184506.063315956
1689,184372.3994872756
1690,183600.0813882283
1691,162607.54417566926
1692,259231.41055115755
1693,163034.20399058273
1694,179347.21443128417
1695,167814.82616381682
1696,264293.1434058529
1697,167919.34789075368
1698,351265.4310790434
1699,341462.3813753051
1700,226825.4150943811
1701,258500.27808834056
1702,268029.22657455056
1703,251107.28574448344
1704,308465.5283869088
1705,236916.4809381927
1706,497023.105543845
1707,190478.5587480269
1708,188759.66473257964
1709,290868.6396873775
1710,230709.1000478818
1711,250091.24155428738
1712,227074.52418445726
1713,255733.62663575218
1714,221961.37634229744
1715,204392.73758941644
1716,184979.23983968192
1717,161225.57355451182
1718,131780.96663871827
1719,199100.08559585304
1720,260357.1075802686
1721,166774.41920760414
1722,120839.25815614998
1723,151485.86240305987
1724,194354.26525953575
1725,237399.92578928068
1726,185929.87720690045
1727,152148.83299637178
1728,180511.69808398056
1729,156134.8377266399
1730,157139.894503335
1731,116439.38919032298
1732,135233.90433724242
1733,127827.60413617324
1734,127365.64796117804
1735,130933.98280032117
1736,118309.3188531494
1737,368130.35642749927
1738,209472.37780540675
1739,299277.68916712527
1740,181984.4337147367
1741,172336.92988618353
1742,167855.06236081794
1743,175024.04615808048
1744,299450.8873166104
1745,241041.49599455565
1746,271551.3016255239
1747,216905.5769490677
1748,203288.47545060227
1749,148475.45066773996
1750,157698.1155460801
1751,225193.57833572893
1752,127943.72273933666
1753,139555.22016130097
1754,220598.69779728304
1755,170046.69147282196
1756,117333.045259699
1757,123074.84885472656
1758,141874.090839232
1759,164875.99479564253
1760,152192.88644261722
1761,159765.9890994655
1762,163031.1386156998
1763,175852.32883437266
1764,111680.17405947566
1765,199135.39428743866
1766,183474.0748929936
1767,197741.08171164975
1768,140488.33537499554
1769,191491.81446639085
1770,137395.89850121533
1771,144181.6065398542
1772,140979.81318168988
1773,134223.37233388692
1774,140772.76863429794
1775,141364.06008773227
1776,124384.72154807126
1777,120771.38243398015
1778,121698.47480998735
1779,119210.24841755879
1780,177471.1213392191
1781,138567.00528942794
1782,81447.08653631677
1783,129984.65688821461
1784,88312.8940978401
1785,123201.36182485972
1786,128050.50856752973
1787,170669.9269798588
1788,57538.58183647596
1789,111711.55957416304
1790,73818.2356232791
1791,209899.45577355343
1792,153758.1771639951
1793,145370.68215309494
1794,144194.38697229637
1795,144224.28113902727
1796,109584.99942842383
1797,142524.31439320493
1798,118869.59560692938
1799,118033.20929943232
1800,125440.62440971826
1801,119964.71215327337
1802,166473.4049130372
1803,171259.93394889098
1804,141798.97025085546
1805,136052.51103403015
1806,119316.42450991021
1807,204126.01721222143
1808,120501.11075863376
1809,122785.03756951175
1810,147725.6536669091
1811,127341.1834815302
1812,120618.61885930855
1813,124331.24151197652
1814,112492.31157926423
1815,64190.550896485
1816,97559.84324105317
1817,130794.9395174386
1818,151121.31677561102
1819,117904.4151423723
1820,80109.89266328738
1821,124528.36075648062
1822,172954.9204571397
1823,66939.46679011636
1824,128247.21540595163
1825,126933.43442796762
1826,106999.2048666376
1827,109101.87048133877
1828,138981.34786148998
1829,136666.50754681873
1830,175408.11065812747
1831,183115.6094707132
1832,129344.72570879872
1833,173378.52312876174
1834,128522.27384225809
1835,184291.53820808284
1836,136965.5156331377
1837,108375.30610916384
1838,138743.3372616236
1839,75017.34428789279
1840,155373.45016606455
1841,142903.81006746716
1842,92565.70196399705
1843,140396.33396344993
1844,130679.67535300934
1845,129424.31076034844
1846,155400.22848585722
1847,126959.7220224257
1848,59934.77611973436
1849,115743.72259533264
1850,132369.68693325506
1851,154334.26773695185
1852,135102.04242514537
1853,131196.84147452097
1854,164446.00073377253
1855,138000.70761422272
1856,218388.86477650507
1857,137378.27685953726
1858,151226.01392942748
1859,125101.80822558355
1860,150825.33207227942
1861,123305.60769144408
1862,293769.8753119273
1863,293769.8753119273
1864,293769.8753119273
1865,310488.6255303751
1866,329480.41521648393
1867,245621.14152709153
1868,307262.1370321758
1869,197688.21333544087
1870,243415.48171942087
1871,250907.13180278905
1872,164746.8867411186
1873,220893.9341148604
1874,134150.87046416168
1875,198258.0319785738
1876,187334.38029974143
1877,214114.1688841208
1878,215365.98109235385
1879,130526.1589066919
1880,137334.78544255721
1881,246322.84107399892
1882,253520.12793725188
1883,204193.11399235096
1884,221098.81759819758
1885,262486.70384354657
1886,307935.84848550725
1887,190885.6189437184
1888,284566.2179088029
1889,149428.92118307206
1890,127403.83433966729
1891,144634.39130496111
1892,112170.02154250286
1893,142755.3952707039
1894,129186.58286159087
1895,150216.27800439377
1896,127028.31524154663
1897,124440.38086948378
1898,105566.3593957602
1899,126693.4329903591
1900,137416.53846069
1901,160688.56831370958
1902,146255.601532811
1903,246609.7378414496
1904,140943.73526665676
1905,180934.90683283124
1906,140719.2745666806
1907,216557.9007308309
1908,109832.36936068095
1909,143500.9628373838
1910,130412.81379588596
1911,174456.0434803468
1912,242141.85819920813
1913,137587.00908874685
1914,72005.35463940568
1915,296822.50933115854
1916,75277.73302235946
1917,264970.15686947963
1918,133090.4633270064
1919,157819.4766672933
1920,146888.06926716116
1921,408360.6135253941
1922,310171.9768766833
1923,194301.77291859683
1924,222533.58598707287
1925,210199.79798314467
1926,384507.5209774845
1927,132906.13812136647
1928,155061.85130126402
1929,127027.55155530204
1930,109963.54447936165
1931,135816.21547605714
1932,126918.44454867694
1933,160646.482723927
1934,183458.37247597054
1935,169893.90164851432
1936,185895.73942373283
1937,170558.45906320223
1938,153142.0737985428
1939,253946.86022365757
1940,210668.5601479903
1941,176776.49633279507
1942,177271.1991169037
1943,201954.69425013504
1944,306327.6107914185
1945,369512.5318304904
1946,178284.2412824198
1947,299699.6528876874
1948,176490.20437927396
1949,237855.52496565747
1950,187911.6589803696
1951,287990.18707679684
1952,249045.4428711746
1953,165661.09183959846
1954,205012.15599204277
1955,129119.3189973039
1956,323777.20204573916
1957,168846.81042213514
1958,312667.90683163155
1959,139328.89316477382
1960,113176.21082190737
1961,119062.73755419881
1962,99371.54746747245
1963,102513.49492206941
1964,119368.59898992555
1965,157432.9223382856
1966,164540.4005266538
1967,276917.8977799134
1968,387978.5401891355
1969,376731.8703571032
1970,451360.0543265704
1971,438152.80795481993
1972,371604.21223434655
1973,259708.6263931245
1974,309842.1175212877
1975,470653.240453727
1976,275052.0047277724
1977,338093.028067156
1978,358382.2489477769
1979,330935.9234068752
1980,204357.18531103517
1981,337027.28396071633
1982,227954.92946614008
1983,216909.6265045584
1984,173186.58789227187
1985,206139.84609264624
1986,210641.3535597962
1987,172723.98061127245
1988,174980.56857751057
1989,186769.87345150276
1990,225121.683966531
1991,204051.0516556111
1992,222947.26506739287
1993,165657.32976385023
1994,255982.78941343876
1995,181340.73829006526
1996,248139.79457243453
1997,330445.17009558406
1998,378269.8752299298
1999,242445.21384210433
2000,309724.36588691664
2001,252590.88692422453
2002,232715.42876305693
2003,258685.13024114323
2004,260839.7371841659
2005,234117.80414076895
2006,215769.9149533094
2007,244410.88727680355
2008,181883.75624596232
2009,181261.85989886723
2010,180989.8708834373
2011,141254.10802176857
2012,161858.90358993362
2013,173708.5561121153
2014,176894.54015514004
2015,186131.66463184622
2016,183175.2199042917
2017,202682.01162049576
2018,114278.0506045417
2019,128879.08552017121
2020,127109.4842152466
2021,123945.94544698742
2022,175923.12221850004
2023,143912.71624049052
2024,213173.01106670874
2025,373954.83936987544
2026,175973.42372841464
2027,141166.1641844754
2028,156384.3928052572
2029,168027.97077959895
2030,284122.75532593025
2031,262012.70920256953
2032,294001.02910837915
2033,285177.2381136959
2034,162741.9929283125
2035,208866.7083540172
2036,195193.49625517454
2037,202831.89926498584
2038,325896.27883707726
2039,191878.59245358955
2040,441126.38242520025
2041,269419.05935729586
2042,197143.596973464
2043,178269.6277978736
2044,188506.988553455
2045,224097.59717229463
2046,138930.36938897893
2047,160009.15506229736
2048,133526.43786585136
2049,137326.08081423535
2050,186965.34435065728
2051,101687.50866885789
2052,140768.8460918049
2053,142826.24740830253
2054,79105.53885145418
2055,164502.69725324254
2056,115748.12196553207
2057,130868.57911776776
2058,198771.41133242362
2059,143681.87603524592
2060,157844.81692725353
2061,183051.65110984058
2062,142314.03377777088
2063,107742.21374914737
2064,147474.209220192
2065,136538.56312790638
2066,190572.92678071745
2067,117614.90884642584
2068,140040.41213368287
2069,91522.4254921959
2070,105413.68840445986
2071,81687.34171385883
2072,125228.95884217462
2073,137416.7147474327
2074,189301.84722047523
2075,142323.90624734582
2076,131602.01848969614
2077,146501.12966590744
2078,128140.49321795633
2079,141684.6579753857
2080,114792.85522447985
2081,126491.0343626182
2082,133575.4175613013
2083,147758.09043885837
2084,106755.17542366429
2085,134297.16715274163
2086,107894.22356474065
2087,120919.22388927723
2088,119839.99748249487
2089,100710.12532166878
2090,132454.00328547647
2091,124394.69449462081
2092,125604.03079854941
2093,153131.94435825516
2094,141076.12897378913
2095,169769.4237548911
2096,95698.44019070921
2097,93474.36468001807
2098,149057.24881328375
2099,58421.73992610437
2100,110525.3533595245
2101,136279.418553396
2102,152177.95901244038
2103,98477.16444160398
2104,148529.25458529033
2105,129649.18410728741
2106,85988.06539299732
2107,275992.82654477615
2108,121799.24221028785
2109,106817.1031887923
2110,129846.29412927711
2111,152503.47298260866
2112,138399.57433087667
2113,122063.10472586205
2114,110015.56339987807
2115,151142.87004798025
2116,110152.36039503389
2117,150026.0264922465
2118,122155.50145694241
2119,105849.97903788737
2120,110233.1143933743
2121,91101.30312882787
2122,86258.10915942372
2123,94126.46994241163
2124,225093.0364683814
2125,154357.3683853887
2126,168522.35821911617
2127,160133.67307290412
2128,137902.00409256766
2129,100583.84834240338
2130,160194.84917809593
2131,186130.2599989737
2132,120782.9342181956
2133,124091.79736997468
2134,120710.623353762
2135,104821.98186196582
2136,91612.12893717359
2137,117602.80642563482
2138,140518.94987521612
2139,148380.63573828724
2140,131924.08964430657
2141,130679.67535300934
2142,135333.7809877356
2143,143644.20772880135
2144,151752.3463529538
2145,130924.94787767572
2146,156639.87129877158
2147,171223.94031454733
